sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.024;3;;40rounds;Yes;No;2;0.25000;1.00000;0.00000;0.52649;1.25000;TimeDependentAgentBoulware@0;RandomBOAagent@1;1.0;0.25;1.0;0.25;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.220;36;;40rounds;Yes;No;2;0.53673;0.70570;0.01414;0.12475;1.24242;RandomBOAagent@2;TimeDependentAgentBoulware@3;0.536727594181588;0.7056972608562418;0.536727594181588;0.7056972608562418;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.129;28;;40rounds;Yes;No;2;0.33576;0.90882;0.00000;0.40156;1.24458;TimeDependentAgentBoulware@4;RandomBOAagent@5;0.9088171814054831;0.33576310775668894;0.9088171814054831;0.33576310775668894;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.115;34;;40rounds;Yes;No;2;0.47203;0.78220;0.00510;0.22351;1.25423;RandomBOAagent@6;TimeDependentAgentBoulware@7;0.47203025932905185;0.7821983633614619;0.47203025932905185;0.7821983633614619;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.154;30;;40rounds;Yes;No;2;0.37085;0.86648;0.01386;0.34714;1.23732;TimeDependentAgentBoulware@8;RandomBOAagent@9;0.8664767067920025;0.37084785810891524;0.8664767067920025;0.37084785810891524;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.174;33;;40rounds;Yes;No;2;0.43118;0.81755;0.00714;0.27752;1.24872;RandomBOAagent@10;TimeDependentAgentBoulware@11;0.43117603068941057;0.8175471579476183;0.43117603068941057;0.8175471579476183;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.194;31;;40rounds;Yes;No;2;0.40733;0.84777;0.00000;0.30758;1.25510;TimeDependentAgentBoulware@12;RandomBOAagent@13;0.8477733823159715;0.4073303854784269;0.8477733823159715;0.4073303854784269;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.117;31;;40rounds;Yes;No;2;0.41464;0.84883;0.00000;0.31102;1.26347;RandomBOAagent@14;TimeDependentAgentBoulware@15;0.41463999600256496;0.8488318162997178;0.41463999600256496;0.8488318162997178;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.114;32;;40rounds;Yes;No;2;0.43057;0.81568;0.00366;0.26875;1.24625;TimeDependentAgentBoulware@16;RandomBOAagent@17;0.8156770071869701;0.43057480428228695;0.8156770071869701;0.43057480428228695;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
;;;0.106;30;;40rounds;Yes;No;2;0.37013;0.88911;0.00000;0.37101;1.25925;RandomBOAagent@18;TimeDependentAgentBoulware@19;0.37013223159989905;0.8891144356693562;0.37013223159989905;0.8891144356693562;0.0;0.0;JaspAronSmallDiscreteDomain_util4.xml;JaspAronSmallDiscreteDomain_util5.xml
