sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.135;38;;40rounds;Yes;No;2;0.48821;0.73760;0.00638;0.27066;1.22581;TimeDependentAgentBoulware@0;RandomBOAagent@1;0.48820600053901364;0.7375994242700905;0.48820600053901364;0.7375994242700905;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.079;34;;40rounds;Yes;No;2;0.41445;0.75858;0.04501;0.34272;1.17303;RandomBOAagent@2;TimeDependentAgentBoulware@3;0.41444609073031974;0.7585798887778508;0.41444609073031974;0.7585798887778508;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.064;32;;40rounds;Yes;No;2;0.44188;0.78864;0.01084;0.15505;1.23052;TimeDependentAgentBoulware@4;RandomBOAagent@5;0.7886365888642539;0.441879708568222;0.7886365888642539;0.441879708568222;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.056;34;;40rounds;Yes;No;2;0.41445;0.75858;0.04501;0.34272;1.17303;RandomBOAagent@6;TimeDependentAgentBoulware@7;0.41444609073031974;0.7585798887778508;0.41444609073031974;0.7585798887778508;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.061;35;;40rounds;Yes;No;2;0.44550;0.66470;0.09632;0.12858;1.11020;TimeDependentAgentBoulware@8;RandomBOAagent@9;0.6646989038784972;0.4454971476749196;0.6646989038784972;0.4454971476749196;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.074;30;;40rounds;Yes;No;2;0.32539;0.86028;0.02515;0.47449;1.18567;RandomBOAagent@10;TimeDependentAgentBoulware@11;0.32539194098583507;0.8602803725544137;0.32539194098583507;0.8602803725544137;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.099;32;;40rounds;Yes;No;2;0.44188;0.78864;0.01084;0.15505;1.23052;TimeDependentAgentBoulware@12;RandomBOAagent@13;0.7886365888642539;0.441879708568222;0.7886365888642539;0.441879708568222;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.052;33;;40rounds;Yes;No;2;0.43908;0.77601;0.01807;0.33302;1.21509;RandomBOAagent@14;TimeDependentAgentBoulware@15;0.43908192699716814;0.7760086838404703;0.43908192699716814;0.7760086838404703;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.072;34;;40rounds;Yes;No;2;0.39665;0.71119;0.09673;0.17284;1.10784;TimeDependentAgentBoulware@16;RandomBOAagent@17;0.7111909771011493;0.39664560776976354;0.7111909771011493;0.39664560776976354;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.070;34;;40rounds;Yes;No;2;0.41445;0.75858;0.04501;0.34272;1.17303;RandomBOAagent@18;TimeDependentAgentBoulware@19;0.41444609073031974;0.7585798887778508;0.41444609073031974;0.7585798887778508;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.058;38;;40rounds;Yes;No;2;0.51893;0.60415;0.06977;0.18447;1.12308;TimeDependentAgentBoulware@20;RandomBOAagent@21;0.5189317496583447;0.6041500341691514;0.5189317496583447;0.6041500341691514;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.050;32;;40rounds;Yes;No;2;0.29617;0.81946;0.07278;0.47517;1.11563;RandomBOAagent@22;TimeDependentAgentBoulware@23;0.2961661634190625;0.8194640185442896;0.2961661634190625;0.8194640185442896;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.034;28;;40rounds;Yes;No;2;0.26216;0.89407;0.04107;0.36314;1.15623;TimeDependentAgentBoulware@24;RandomBOAagent@25;0.8940656633159958;0.26216218097814936;0.8940656633159958;0.26216218097814936;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.047;34;;40rounds;Yes;No;2;0.41445;0.75858;0.04501;0.34272;1.17303;RandomBOAagent@26;TimeDependentAgentBoulware@27;0.41444609073031974;0.7585798887778508;0.41444609073031974;0.7585798887778508;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.049;35;;40rounds;Yes;No;2;0.44550;0.66470;0.09632;0.12858;1.11020;TimeDependentAgentBoulware@28;RandomBOAagent@29;0.6646989038784972;0.4454971476749196;0.6646989038784972;0.4454971476749196;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
;;;0.032;34;;40rounds;Yes;No;2;0.41445;0.75858;0.04501;0.34272;1.17303;RandomBOAagent@30;TimeDependentAgentBoulware@31;0.41444609073031974;0.7585798887778508;0.41444609073031974;0.7585798887778508;0.0;0.0;JaspAronLargeDiscreteDomain_util3.xml;JaspAronLargeDiscreteDomain_util4.xml
