sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.053;19;;40rounds;Yes;No;2;0.52935;0.67036;0.01672;0.13126;1.19970;TimeDependentAgentLinear@0;RandomBOAagent@1;0.6703558140852615;0.5293481188841772;0.6703558140852615;0.5293481188841772;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.048;19;;40rounds;Yes;No;2;0.53495;0.66837;0.01587;0.06763;1.20332;RandomBOAagent@2;TimeDependentAgentLinear@3;0.5349529193369837;0.6683684484552791;0.5349529193369837;0.6683684484552791;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.039;15;;40rounds;Yes;No;2;0.49717;0.72674;0.00000;0.19204;1.22391;TimeDependentAgentLinear@4;RandomBOAagent@5;0.726735584849277;0.49717371550490325;0.726735584849277;0.49717371550490325;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.070;11;;40rounds;Yes;No;2;0.37746;0.82430;0.01036;0.28708;1.20177;RandomBOAagent@6;TimeDependentAgentLinear@7;0.37746201798443596;0.8243046353612716;0.37746201798443596;0.8243046353612716;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.037;12;;40rounds;Yes;No;2;0.41355;0.78540;0.01390;0.29347;1.19894;TimeDependentAgentLinear@8;RandomBOAagent@9;0.7853954028206083;0.4135470335030917;0.7853954028206083;0.4135470335030917;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.083;14;;40rounds;Yes;No;2;0.43371;0.76577;0.01280;0.20638;1.19948;RandomBOAagent@10;TimeDependentAgentLinear@11;0.4337082866823423;0.7657668293619622;0.4337082866823423;0.7657668293619622;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.037;11;;40rounds;Yes;No;2;0.39124;0.80500;0.01358;0.32317;1.19624;TimeDependentAgentLinear@12;RandomBOAagent@13;0.8050027731461802;0.3912354774376316;0.8050027731461802;0.3912354774376316;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.025;6;;40rounds;Yes;No;2;0.26202;0.92250;0.02028;0.43863;1.18452;RandomBOAagent@14;TimeDependentAgentLinear@15;0.26201651040955154;0.9225035155870328;0.26201651040955154;0.9225035155870328;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.055;9;;40rounds;Yes;No;2;0.35798;0.85410;0.00368;0.38069;1.21208;TimeDependentAgentLinear@16;RandomBOAagent@17;0.8540965071673252;0.35798233308241706;0.8540965071673252;0.35798233308241706;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.038;17;;40rounds;Yes;No;2;0.48759;0.70733;0.02015;0.12833;1.19491;RandomBOAagent@18;TimeDependentAgentLinear@19;0.4875850626785805;0.7073269161834491;0.4875850626785805;0.7073269161834491;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.050;19;;40rounds;Yes;No;2;0.53550;0.66093;0.01679;0.12086;1.19643;TimeDependentAgentLinear@20;RandomBOAagent@21;0.6609315486899157;0.5355030492632303;0.6609315486899157;0.5355030492632303;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
;;;0.026;12;;40rounds;Yes;No;2;0.39911;0.80489;0.00753;0.25800;1.20401;RandomBOAagent@22;TimeDependentAgentLinear@23;0.39911275882692054;0.8048930248438589;0.39911275882692054;0.8048930248438589;0.0;0.0;JaspAronMediumDiscreteDomain_util3.xml;JaspAronMediumDiscreteDomain_util4.xml
