sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.069;6;;40rounds;Yes;No;2;0.77228;0.81510;0.03208;0.04688;1.58738;AverageTitForTat2@0;RandomBOAagent@1;0.7722799820343997;0.8150999443928356;0.7722799820343997;0.8150999443928356;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.021;4;;40rounds;Yes;No;2;0.61425;0.67422;0.23407;0.24801;1.28847;RandomBOAagent@2;AverageTitForTat2@3;0.6142502750502459;0.6742227030790674;0.6142502750502459;0.6742227030790674;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.021;5;;40rounds;Yes;No;2;0.62208;0.71968;0.19395;0.21613;1.34176;AverageTitForTat2@4;RandomBOAagent@5;0.7196800510181959;0.622080776388781;0.7196800510181959;0.622080776388781;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.035;8;;40rounds;Yes;No;2;0.71129;0.72378;0.14059;0.14059;1.43507;RandomBOAagent@6;AverageTitForTat2@7;0.7112925791385999;0.7237782214531754;0.7112925791385999;0.7237782214531754;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.009;8;;40rounds;Yes;No;2;0.61506;0.68325;0.23104;0.24089;1.29831;AverageTitForTat2@8;RandomBOAagent@9;0.6832498446846644;0.6150599881898491;0.6832498446846644;0.6150599881898491;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.009;7;;40rounds;Yes;No;2;0.49815;0.76717;0.18361;0.32439;1.26532;RandomBOAagent@10;AverageTitForTat2@11;0.4981491684847799;0.7671693797937036;0.4981491684847799;0.7671693797937036;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.012;9;;40rounds;Yes;No;2;0.44867;0.67753;0.27998;0.39178;1.12620;AverageTitForTat2@12;RandomBOAagent@13;0.677529306368668;0.4486672647774531;0.677529306368668;0.4486672647774531;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.011;8;;40rounds;Yes;No;2;0.59062;0.83362;0.10129;0.22937;1.42424;RandomBOAagent@14;AverageTitForTat2@15;0.5906173841303862;0.833618474438622;0.5906173841303862;0.833618474438622;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.005;5;;40rounds;Yes;No;2;0.48817;0.73286;0.21688;0.33702;1.22103;AverageTitForTat2@16;RandomBOAagent@17;0.7328586016826815;0.4881712054657702;0.7328586016826815;0.4881712054657702;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.007;5;;40rounds;Yes;No;2;0.48862;0.83221;0.12204;0.33103;1.32084;RandomBOAagent@18;AverageTitForTat2@19;0.4886245557162781;0.8322132878395164;0.4886245557162781;0.8322132878395164;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.008;7;;40rounds;Yes;No;2;0.41395;0.84963;0.11445;0.40117;1.26358;AverageTitForTat2@20;RandomBOAagent@21;0.849631769689789;0.41395218834314257;0.849631769689789;0.41395218834314257;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.014;10;;40rounds;Yes;No;2;0.51087;0.63908;0.30685;0.35443;1.14995;RandomBOAagent@22;AverageTitForTat2@23;0.5108687356517851;0.6390780778048706;0.5108687356517851;0.6390780778048706;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.008;6;;40rounds;Yes;No;2;0.73971;0.79847;0.06798;0.07708;1.53817;AverageTitForTat2@24;RandomBOAagent@25;0.7984658004438294;0.7397082338897331;0.7984658004438294;0.7397082338897331;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
