sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.023;5;;40rounds;Yes;No;2;0.38774;0.73572;0.22181;0.43530;1.12346;AverageTitForTat2@0;RandomBOAagent@1;0.7357215231260126;0.3877429991939288;0.7357215231260126;0.3877429991939288;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.013;6;;40rounds;Yes;No;2;0.49648;0.78643;0.13323;0.24614;1.28291;RandomBOAagent@2;AverageTitForTat2@3;0.49647975950469786;0.7864316601397048;0.49647975950469786;0.7864316601397048;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.027;6;;40rounds;Yes;No;2;0.60177;0.79856;0.09116;0.22891;1.40032;AverageTitForTat2@4;RandomBOAagent@5;0.798557536269854;0.6017655524854684;0.798557536269854;0.6017655524854684;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.012;5;;40rounds;Yes;No;2;0.59014;0.84497;0.05100;0.15134;1.43511;RandomBOAagent@6;AverageTitForTat2@7;0.5901415021962036;0.8449706598779649;0.5901415021962036;0.8449706598779649;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.018;6;;40rounds;Yes;No;2;0.25488;0.90897;0.07882;0.59277;1.16386;AverageTitForTat2@8;RandomBOAagent@9;0.9089746136893233;0.25488470094404125;0.9089746136893233;0.25488470094404125;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.017;6;;40rounds;Yes;No;2;0.64955;0.74817;0.11732;0.11732;1.39772;RandomBOAagent@10;AverageTitForTat2@11;0.6495484699719288;0.7481678163348524;0.6495484699719288;0.7481678163348524;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.028;8;;40rounds;Yes;No;2;0.46328;0.75986;0.18374;0.36029;1.22314;AverageTitForTat2@12;RandomBOAagent@13;0.759860437793336;0.4632840957723456;0.759860437793336;0.4632840957723456;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.027;8;;40rounds;Yes;No;2;0.63163;0.81948;0.05608;0.20729;1.45110;RandomBOAagent@14;AverageTitForTat2@15;0.8194772304605894;0.6316264316470217;0.8194772304605894;0.6316264316470217;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.013;5;;40rounds;Yes;No;2;0.49831;0.63341;0.28081;0.34172;1.13173;AverageTitForTat2@16;RandomBOAagent@17;0.6334145483753608;0.49831391996588986;0.6334145483753608;0.49831391996588986;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
;;;0.032;9;;40rounds;Yes;No;2;0.67506;0.74392;0.09814;0.14802;1.41897;RandomBOAagent@18;AverageTitForTat2@19;0.743917165146627;0.6750556506688704;0.743917165146627;0.6750556506688704;0.0;0.0;JaspAronMediumDiscreteDomain_util1.xml;JaspAronMediumDiscreteDomain_util2.xml
