sep=;
Domain;My position;Strategy Parameters;Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;;;0.109;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@0;RandomBOAagent@1;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.062;28;;40rounds;Yes;No;2;0.65462;0.91457;0.00000;0.19285;1.56918;RandomBOAagent@2;TimeDependentAgentBoulware@3;0.654615922648643;0.9145665845465986;0.654615922648643;0.9145665845465986;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.053;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@4;RandomBOAagent@5;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.065;28;;40rounds;Yes;No;2;0.65462;0.91457;0.00000;0.19285;1.56918;RandomBOAagent@6;TimeDependentAgentBoulware@7;0.654615922648643;0.9145665845465986;0.654615922648643;0.9145665845465986;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.069;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@8;RandomBOAagent@9;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.040;25;;40rounds;Yes;No;2;0.50082;0.95364;0.00000;0.34762;1.45446;RandomBOAagent@10;TimeDependentAgentBoulware@11;0.5008249543960136;0.953638867101979;0.5008249543960136;0.953638867101979;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.046;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@12;RandomBOAagent@13;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.044;28;;40rounds;Yes;No;2;0.65462;0.91457;0.00000;0.19285;1.56918;RandomBOAagent@14;TimeDependentAgentBoulware@15;0.654615922648643;0.9145665845465986;0.654615922648643;0.9145665845465986;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.053;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@16;RandomBOAagent@17;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.038;26;;40rounds;Yes;No;2;0.41017;0.94257;0.02864;0.42873;1.35274;RandomBOAagent@18;TimeDependentAgentBoulware@19;0.41016594108095483;0.9425709690676504;0.41016594108095483;0.9425709690676504;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.048;28;;40rounds;Yes;No;2;0.55274;0.89698;0.04069;0.27257;1.44972;TimeDependentAgentBoulware@20;RandomBOAagent@21;0.8969812944666854;0.5527363936299103;0.8969812944666854;0.5527363936299103;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.047;28;;40rounds;Yes;No;2;0.65462;0.91457;0.00000;0.19285;1.56918;RandomBOAagent@22;TimeDependentAgentBoulware@23;0.654615922648643;0.9145665845465986;0.654615922648643;0.9145665845465986;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.029;20;;40rounds;Yes;No;2;0.30679;0.97962;0.00000;0.53196;1.28641;TimeDependentAgentBoulware@24;RandomBOAagent@25;0.9796188434792807;0.30678745629577747;0.9796188434792807;0.30678745629577747;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.053;34;;40rounds;Yes;No;2;0.54201;0.75865;0.18332;0.28260;1.30066;RandomBOAagent@26;TimeDependentAgentBoulware@27;0.5420099423354503;0.7586476702539995;0.5420099423354503;0.7586476702539995;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.044;27;;40rounds;Yes;No;2;0.38921;0.91469;0.05612;0.43536;1.30391;TimeDependentAgentBoulware@28;RandomBOAagent@29;0.9146926597666818;0.389214003151082;0.9146926597666818;0.389214003151082;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.036;28;;40rounds;Yes;No;2;0.65462;0.91457;0.00000;0.19285;1.56918;RandomBOAagent@30;TimeDependentAgentBoulware@31;0.654615922648643;0.9145665845465986;0.654615922648643;0.9145665845465986;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.048;21;;40rounds;Yes;No;2;0.28339;0.97695;0.02355;0.55354;1.26033;TimeDependentAgentBoulware@32;RandomBOAagent@33;0.9769490522585577;0.2833858554460599;0.9769490522585577;0.2833858554460599;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.022;25;;40rounds;Yes;No;2;0.50082;0.95364;0.00000;0.34762;1.45446;RandomBOAagent@34;TimeDependentAgentBoulware@35;0.5008249543960136;0.953638867101979;0.5008249543960136;0.953638867101979;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.093;30;;40rounds;Yes;No;2;0.51879;0.85244;0.09499;0.29705;1.37123;TimeDependentAgentBoulware@36;RandomBOAagent@37;0.8524423632245897;0.518786297216855;0.8524423632245897;0.518786297216855;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.021;25;;40rounds;Yes;No;2;0.50082;0.95364;0.00000;0.34762;1.45446;RandomBOAagent@38;TimeDependentAgentBoulware@39;0.5008249543960136;0.953638867101979;0.5008249543960136;0.953638867101979;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
;;;0.031;23;;40rounds;Yes;No;2;0.33004;0.96409;0.02797;0.50516;1.29413;TimeDependentAgentBoulware@40;RandomBOAagent@41;0.964088682777475;0.33004464941089773;0.964088682777475;0.33004464941089773;0.0;0.0;JaspAronLargeDiscreteDomain_util1.xml;JaspAronLargeDiscreteDomain_util2.xml
